MACH_SER_NO,OCUR_TS,,SMU,PAYLD_WT,LD_TM,EMTY_STOP_TM,EMTY_TRAV_TM,EMTY_TRAV_DSTNC,LD_STOP_TM,LD_TRAV_TM,LD_TRAV_DSTNC,LD_PASS_CT,FUEL_USED_IN_CYC,SHFT_CT,OCUR_TS_L,OCAL
Truck 19,13-Aug-16,11.40.38.000000000 PM,12275.42722,353,167,90,442,3.3,71,858,5.6,5,138.1675313,82,14-Aug-16,10.40.38.000000000 AM
Truck 19,14-Aug-16,12.08.55.000000000 AM,12275.89861,313.4,118,23,633,5.4,75,893,5.6,4,148.1042374,114,14-Aug-16,11.08.55.000000000 AM
Truck 19,14-Aug-16,12.39.09.000000000 AM,12276.4025,363,198,16,678,5.6,60,900,5.6,5,158.0409434,120,14-Aug-16,11.39.09.000000000 AM
Truck 19,14-Aug-16,01.11.17.000000000 AM,12276.93806,334.4,114,921,725,5.7,67,831,5.4,4,150.4701198,118,14-Aug-16,12.11.17.000000000 PM
Truck 19,14-Aug-16,02.26.34.000000000 AM,12277.95,330.6,121,290,644,4.3,65,824,5.4,4,141.9529432,99,14-Aug-16,01.26.34.000000000 PM
Truck 19,14-Aug-16,03.00.17.000000000 AM,12278.45528,322.3,115,148,712,5.4,55,845,5.4,4,144.3188256,122,14-Aug-16,02.00.17.000000000 PM
Truck 19,14-Aug-16,03.32.48.000000000 AM,12278.99722,335.5,122,180,665,5.4,64,885,5.6,4,145.738355,112,14-Aug-16,02.32.48.000000000 PM
Truck 19,14-Aug-16,04.06.02.000000000 AM,12279.55111,376.8,106,10,610,5.4,67,900,5.6,4,122.5527076,132,14-Aug-16,03.06.02.000000000 PM
Truck 19,14-Aug-16,04.35.24.000000000 AM,12280.04056,344.3,133,69,616,5.4,70,778,5.6,4,119.2404723,138,14-Aug-16,03.35.24.000000000 PM
Truck 19,14-Aug-16,05.04.19.000000000 AM,12280.5225,362.7,107,8,572,5.4,91,768,5.6,4,123.4990606,125,14-Aug-16,04.04.19.000000000 PM
Truck 19,14-Aug-16,05.59.05.000000000 AM,12281.15,362,85,256,615,4.3,60,812,5.6,4,124.91859,120,14-Aug-16,04.59.05.000000000 PM
Truck 19,14-Aug-16,06.40.27.000000000 AM,12281.75,352.4,91,815,398,2.5,65,774,5.6,4,112.1428251,112,14-Aug-16,05.40.27.000000000 PM
Truck 19,14-Aug-16,07.17.38.000000000 AM,12282.18139,335.2,114,52,577,5.4,66,764,5.6,4,118.7672958,121,14-Aug-16,06.17.38.000000000 PM
Truck 19,14-Aug-16,08.16.27.000000000 AM,12282.95,343.9,100,128,47,0,81,810,5.6,4,95.10847192,78,14-Aug-16,07.16.27.000000000 PM
Truck 19,14-Aug-16,08.36.41.000000000 AM,12283.23056,332,101,287,656,5.6,62,753,5.6,4,129.6503548,144,14-Aug-16,07.36.41.000000000 PM
Truck 19,14-Aug-16,09.08.55.000000000 AM,12283.76806,336.2,98,104,609,5.6,66,752,5.6,4,126.8112959,137,14-Aug-16,08.08.55.000000000 PM
Truck 19,14-Aug-16,09.37.11.000000000 AM,12284.23917,373.6,97,26,601,5.4,51,746,5.6,4,128.7040018,151,14-Aug-16,08.37.11.000000000 PM
Truck 19,14-Aug-16,10.03.32.000000000 AM,12284.67861,345.7,84,71,551,5.4,56,714,5.6,4,125.3917665,124,14-Aug-16,09.03.32.000000000 PM
Truck 19,14-Aug-16,10.29.09.000000000 AM,12285.10556,363.1,106,136,606,5.4,50,630,4,4,127.7576489,154,14-Aug-16,09.29.09.000000000 PM
Truck 19,14-Aug-16,10.55.40.000000000 AM,12285.5475,350.7,108,410,399,3.6,57,760,5.7,4,115.4550604,126,14-Aug-16,09.55.40.000000000 PM
Truck 19,14-Aug-16,11.25.46.000000000 AM,12286.04917,328.9,118,162,606,5.4,96,761,5.7,4,134.855296,157,14-Aug-16,10.25.46.000000000 PM
Truck 19,14-Aug-16,11.56.00.000000000 AM,12286.55306,358.2,118,410,627,5.6,57,744,5.7,4,136.7480019,148,14-Aug-16,10.56.00.000000000 PM
Truck 19,14-Aug-16,12.29.56.000000000 PM,12287.11861,352.2,94,184,637,5.6,121,1077,5.9,4,134.855296,144,14-Aug-16,11.29.56.000000000 PM
Truck 19,14-Aug-16,08.24.57.000000000 PM,12288.65,320.3,355,689,432,2.5,50,603,4.1,5,114.5087075,113,15-Aug-16,07.24.57.000000000 AM
Truck 19,14-Aug-16,09.01.53.000000000 PM,12289.20917,341.8,148,546,418,3.8,53,785,5.6,4,108.8305898,111,15-Aug-16,08.01.53.000000000 AM
Truck 19,14-Aug-16,09.35.45.000000000 PM,12289.77361,374,162,415,581,5.4,75,730,5.6,5,130.5967077,133,15-Aug-16,08.35.45.000000000 AM
Truck 19,14-Aug-16,10.09.48.000000000 PM,12290.34111,344.8,184,222,542,5.4,53,706,5.6,5,129.1771783,122,15-Aug-16,09.09.48.000000000 AM
Truck 19,14-Aug-16,10.39.26.000000000 PM,12290.835,374.2,185,257,527,5.4,54,752,5.6,5,135.3284725,151,15-Aug-16,09.39.26.000000000 AM
Truck 19,14-Aug-16,11.10.14.000000000 PM,12291.34833,340.4,186,296,536,5.4,50,689,5.6,5,126.8112959,125,15-Aug-16,10.10.14.000000000 AM
Truck 19,14-Aug-16,11.40.45.000000000 PM,12291.85694,348.3,145,329,552,5.4,51,698,5.6,4,123.4990606,126,15-Aug-16,10.40.45.000000000 AM
Truck 19,15-Aug-16,12.11.32.000000000 AM,12292.37,371.7,184,231,580,5.4,48,623,4.1,5,128.7040018,132,15-Aug-16,11.11.32.000000000 AM
Truck 19,15-Aug-16,12.40.27.000000000 AM,12292.85194,352.7,128,211,457,3.8,54,614,4.1,4,109.3037662,110,15-Aug-16,11.40.27.000000000 AM
Truck 19,15-Aug-16,01.05.50.000000000 AM,12293.27528,326.6,124,136,405,3.8,51,623,4.1,4,104.5720015,106,15-Aug-16,12.05.50.000000000 PM
Truck 19,15-Aug-16,01.29.05.000000000 AM,12293.66278,390.9,106,155,438,3.8,76,635,4.1,4,112.1428251,110,15-Aug-16,12.29.05.000000000 PM
Truck 19,15-Aug-16,01.53.33.000000000 AM,12294.07056,351.4,167,143,364,3.8,53,771,5.6,5,110.7232957,100,15-Aug-16,12.53.33.000000000 PM
Truck 19,15-Aug-16,03.22.27.000000000 AM,12294.65,359.9,116,721,566,4.3,51,711,4.3,4,130.1235312,139,15-Aug-16,02.22.27.000000000 PM
Truck 19,15-Aug-16,04.00.04.000000000 AM,12295.28944,353.5,114,3,493,4,58,610,4,4,101.7329426,82,15-Aug-16,03.00.04.000000000 PM
Truck 19,15-Aug-16,04.22.16.000000000 AM,12295.65944,348.8,110,101,438,3.6,49,612,4,4,100.3134132,96,15-Aug-16,03.22.16.000000000 PM
Truck 19,15-Aug-16,04.45.00.000000000 AM,12296.03833,364.8,104,176,366,3.6,74,619,4,4,108.3574133,100,15-Aug-16,03.45.00.000000000 PM
Truck 19,15-Aug-16,05.08.13.000000000 AM,12296.42528,409.4,140,155,388,3.6,53,621,4,4,112.6160016,98,15-Aug-16,04.08.13.000000000 PM
Truck 19,15-Aug-16,05.31.45.000000000 AM,12296.8175,322.3,121,239,377,3.6,86,593,4,4,101.7329426,87,15-Aug-16,04.31.45.000000000 PM
Truck 19,15-Aug-16,05.56.20.000000000 AM,12297.22722,334.8,128,192,384,3.6,53,589,4,4,102.2061191,92,15-Aug-16,04.56.20.000000000 PM
Truck 19,15-Aug-16,06.19.40.000000000 AM,12297.61611,334.6,132,516,402,3.5,51,616,4,4,110.7232957,96,15-Aug-16,05.19.40.000000000 PM
Truck 19,15-Aug-16,06.49.29.000000000 AM,12298.11306,363,147,212,812,6.4,104,951,6.2,5,166.55812,145,15-Aug-16,05.49.29.000000000 PM
Truck 19,15-Aug-16,07.28.05.000000000 AM,12298.75667,310.6,90,445,664,6,56,824,5.9,4,150.4701198,109,15-Aug-16,06.28.05.000000000 PM
Truck 19,15-Aug-16,08.19.00.000000000 AM,12299.45,361.1,140,390,589,5.9,51,920,5.9,4,155.2018845,92,15-Aug-16,07.19.00.000000000 PM
Truck 19,15-Aug-16,08.55.16.000000000 AM,12299.97472,295.9,139,437,576,5.7,59,903,6,4,146.2115315,94,15-Aug-16,07.55.16.000000000 PM
Truck 19,15-Aug-16,09.31.57.000000000 AM,12300.58639,331,144,383,735,6,77,927,6,5,159.9336493,115,15-Aug-16,08.31.57.000000000 PM
Truck 19,15-Aug-16,10.18.14.000000000 AM,12301.35,369.6,139,1173,421,2.7,51,931,6,5,147.6310609,86,15-Aug-16,09.18.14.000000000 PM
Truck 19,15-Aug-16,11.15.54.000000000 AM,12302.15,350.3,185,656,81,0.1,63,956,6.2,6,143.8456491,73,15-Aug-16,10.15.54.000000000 PM
Truck 19,15-Aug-16,11.49.38.000000000 AM,12302.67306,357.3,130,38,667,6,58,907,6,5,155.2018845,99,15-Aug-16,10.49.38.000000000 PM
Truck 19,15-Aug-16,12.20.52.000000000 PM,12303.19389,341.6,151,210,566,6,63,972,6.2,5,156.621414,109,15-Aug-16,11.20.52.000000000 PM
Truck 19,15-Aug-16,12.54.55.000000000 PM,12303.76139,378.6,130,88,563,6,48,907,6,5,159.4604728,88,15-Aug-16,11.54.55.000000000 PM
Truck 19,15-Aug-16,01.59.27.000000000 PM,12304.35,334.2,120,76,552,4.4,52,899,6,4,151.4164727,116,16-Aug-16,12.59.27.000000000 AM
Truck 19,15-Aug-16,02.28.55.000000000 PM,12304.83667,347.2,112,327,582,5.9,60,953,6.2,4,156.621414,97,16-Aug-16,01.28.55.000000000 AM
Truck 19,15-Aug-16,03.04.12.000000000 PM,12305.42472,378,175,129,588,6,56,967,6.2,6,161.8263552,86,16-Aug-16,02.04.12.000000000 AM
Truck 19,15-Aug-16,03.37.24.000000000 PM,12305.97806,349.8,115,24,563,6,64,953,6,5,155.2018845,87,16-Aug-16,02.37.24.000000000 AM
Truck 19,15-Aug-16,04.07.15.000000000 PM,12306.47556,329.3,101,19,593,6,49,975,6.2,4,150.9432962,90,16-Aug-16,03.07.15.000000000 AM
Truck 19,15-Aug-16,04.37.25.000000000 PM,12306.97833,344.4,133,193,590,6,51,929,6.2,5,154.7287081,87,16-Aug-16,03.37.25.000000000 AM
Truck 19,15-Aug-16,05.45.44.000000000 PM,12307.65,351.9,110,98,601,4.1,54,627,3.8,4,118.7672958,89,16-Aug-16,04.45.44.000000000 AM
Truck 19,15-Aug-16,06.11.34.000000000 PM,12308.00722,365.8,105,3,406,3.6,54,641,3.8,4,104.5720015,66,16-Aug-16,05.11.34.000000000 AM
Truck 19,15-Aug-16,06.32.33.000000000 PM,12308.35694,358.4,105,3,422,3.5,49,621,3.8,4,101.2597661,59,16-Aug-16,05.32.33.000000000 AM
Truck 19,15-Aug-16,06.53.23.000000000 PM,12308.70417,368.7,151,11,414,3.6,55,623,3.8,5,100.7865896,65,16-Aug-16,05.53.23.000000000 AM
Truck 19,15-Aug-16,07.15.09.000000000 PM,12309.06694,343.6,118,80,391,3.6,49,603,3.8,4,98.89388374,65,16-Aug-16,06.15.09.000000000 AM
Truck 19,15-Aug-16,07.36.41.000000000 PM,12309.42583,325.1,110,4,432,3.6,58,591,3.8,4,97.00117783,54,16-Aug-16,06.36.41.000000000 AM
Truck 19,15-Aug-16,08.26.11.000000000 PM,12309.95,347.2,108,391,341,3.2,54,593,3.8,4,96.05482488,59,16-Aug-16,07.26.11.000000000 AM
Truck 19,16-Aug-16,08.12.15.000000000 AM,12311.55,354.2,173,582,298,1.7,122,707,4.8,7,104.098825,87,16-Aug-16,07.12.15.000000000 PM
Truck 19,16-Aug-16,08.44.53.000000000 AM,12311.97306,334.2,230,2440,583,4.6,68,712,4.8,7,132.9625901,123,16-Aug-16,07.44.53.000000000 PM
Truck 19,16-Aug-16,09.54.51.000000000 AM,12313.13944,359.9,168,126,524,4.6,67,716,4.8,7,117.8209428,116,16-Aug-16,08.54.51.000000000 PM
Truck 19,16-Aug-16,10.22.36.000000000 AM,12313.60194,347.5,144,87,511,4.6,75,674,4.8,6,114.981884,104,16-Aug-16,09.22.36.000000000 PM
Truck 19,16-Aug-16,10.48.29.000000000 AM,12314.03333,342,115,9,583,5.6,66,935,6.4,5,159.4604728,119,16-Aug-16,09.48.29.000000000 PM
Truck 19,16-Aug-16,11.18.07.000000000 AM,12314.52722,344.4,97,158,581,5.7,68,662,4,4,121.6063546,101,16-Aug-16,10.18.07.000000000 PM
Truck 19,16-Aug-16,11.45.16.000000000 AM,12314.98,393.8,99,2,390,3.6,56,620,4,4,104.5720015,89,16-Aug-16,10.45.16.000000000 PM
Truck 19,16-Aug-16,12.05.30.000000000 PM,12315.3175,366.7,94,178,400,3.6,65,590,4,4,105.0451779,89,16-Aug-16,11.05.30.000000000 PM
Truck 19,16-Aug-16,12.28.32.000000000 PM,12315.70139,384.9,127,11,379,3.6,66,630,4,4,105.9915309,89,16-Aug-16,11.28.32.000000000 PM
Truck 19,16-Aug-16,12.49.36.000000000 PM,12316.0525,350.2,123,4,351,3.6,98,804,5.9,4,109.3037662,89,16-Aug-16,11.49.36.000000000 PM
Truck 19,16-Aug-16,01.53.53.000000000 PM,12316.55,356.8,90,164,524,4.1,61,624,3.8,3,117.8209428,116,17-Aug-16,12.53.53.000000000 AM
Truck 19,16-Aug-16,02.19.18.000000000 PM,12316.91722,358.8,105,25,398,3.5,77,843,6.2,4,112.6160016,111,17-Aug-16,01.19.18.000000000 AM
Truck 19,16-Aug-16,02.44.27.000000000 PM,12317.33639,361.9,101,17,522,5.1,56,578,3.8,3,115.9282369,99,17-Aug-16,01.44.27.000000000 AM
Truck 19,16-Aug-16,03.06.32.000000000 PM,12317.6875,376.4,106,73,389,3.5,60,600,3.8,4,100.3134132,84,17-Aug-16,02.06.32.000000000 AM
Truck 19,16-Aug-16,03.27.50.000000000 PM,12318.0425,391.9,109,117,407,3.5,63,625,3.8,4,103.152472,88,17-Aug-16,02.27.50.000000000 AM
Truck 19,16-Aug-16,03.50.47.000000000 PM,12318.425,392.4,91,3,381,3.5,57,619,3.8,3,101.2597661,80,17-Aug-16,02.50.47.000000000 AM
Truck 19,16-Aug-16,04.10.45.000000000 PM,12318.75778,365.5,90,3,340,3.5,62,582,3.8,3,101.2597661,78,17-Aug-16,03.10.45.000000000 AM
Truck 19,16-Aug-16,04.29.27.000000000 PM,12319.06944,363.5,104,3,379,3.5,58,579,3.6,4,100.7865896,85,17-Aug-16,03.29.27.000000000 AM
Truck 19,16-Aug-16,04.48.57.000000000 PM,12319.39444,355.7,82,20,371,3.5,57,595,3.8,3,98.42070726,81,17-Aug-16,03.48.57.000000000 AM
Truck 19,16-Aug-16,06.03.23.000000000 PM,12319.95,351.4,102,876,197,0.6,100,552,3.5,4,93.68894249,67,17-Aug-16,05.03.23.000000000 AM
Truck 19,16-Aug-16,06.35.07.000000000 PM,12320.38083,338.4,83,154,403,3.3,58,514,3.5,3,93.21576601,81,17-Aug-16,05.35.07.000000000 AM
Truck 19,16-Aug-16,06.56.09.000000000 PM,12320.73139,369.7,108,266,377,3.3,59,551,3.5,4,95.5816484,71,17-Aug-16,05.56.09.000000000 AM
Truck 19,16-Aug-16,07.19.45.000000000 PM,12321.125,348.8,112,59,368,3.3,52,550,3.5,4,93.68894249,77,17-Aug-16,06.19.45.000000000 AM
Truck 19,16-Aug-16,07.39.34.000000000 PM,12321.45528,356.5,107,325,329,3.3,71,486,3.2,4,94.63529544,88,17-Aug-16,06.39.34.000000000 AM
Truck 19,16-Aug-16,08.23.31.000000000 PM,12321.95,325.6,112,668,374,3.2,53,606,4.1,4,99.84023669,101,17-Aug-16,07.23.31.000000000 AM
Truck 19,16-Aug-16,08.54.58.000000000 PM,12322.4725,337.1,117,176,413,3.8,57,618,4.1,4,101.7329426,90,17-Aug-16,07.54.58.000000000 AM
Truck 19,16-Aug-16,09.18.55.000000000 PM,12322.87194,319.3,104,57,434,3.8,51,602,4,4,98.89388374,93,17-Aug-16,08.18.55.000000000 AM
Truck 19,16-Aug-16,09.40.34.000000000 PM,12323.23278,373.8,103,87,398,3.8,63,662,4.1,4,106.9378839,92,17-Aug-16,08.40.34.000000000 AM
Truck 19,16-Aug-16,10.03.20.000000000 PM,12323.61222,369.8,98,58,398,3.8,55,609,3.8,4,102.6792956,84,17-Aug-16,09.03.20.000000000 AM
Truck 19,16-Aug-16,10.24.28.000000000 PM,12323.96444,313,94,51,381,3.5,74,752,5.6,4,101.2597661,72,17-Aug-16,09.24.28.000000000 AM
Truck 19,16-Aug-16,11.05.19.000000000 PM,12324.45,340,119,331,551,4.1,61,598,3.8,4,115.9282369,122,17-Aug-16,10.05.19.000000000 AM
Truck 19,16-Aug-16,11.34.08.000000000 PM,12324.87333,375.2,103,90,375,3.5,67,612,3.8,4,102.6792956,85,17-Aug-16,10.34.08.000000000 AM
Truck 19,16-Aug-16,11.55.47.000000000 PM,12325.23417,371.9,112,120,418,3.5,52,658,4,4,106.9378839,89,17-Aug-16,10.55.47.000000000 AM
Truck 19,17-Aug-16,12.19.23.000000000 AM,12325.6275,347.9,111,185,437,3.5,52,607,3.8,4,99.84023669,95,17-Aug-16,11.19.23.000000000 AM
Truck 19,17-Aug-16,12.43.32.000000000 AM,12326.03,377.2,133,191,461,3.5,80,761,5.4,4,105.5183544,87,17-Aug-16,11.43.32.000000000 AM
Truck 19,17-Aug-16,01.11.45.000000000 AM,12326.50028,385.7,140,244,547,5.2,60,804,5.7,5,126.3381194,96,17-Aug-16,12.11.45.000000000 PM
Truck 19,17-Aug-16,01.42.52.000000000 AM,12327.01889,348.1,122,257,613,5.4,64,811,5.6,4,123.4990606,92,17-Aug-16,12.42.52.000000000 PM
Truck 19,17-Aug-16,03.25.31.000000000 AM,12327.75,336.5,127,485,631,4,71,787,5.4,4,121.1331782,120,17-Aug-16,02.25.31.000000000 PM
Truck 19,17-Aug-16,04.01.58.000000000 AM,12328.35083,383.7,150,252,744,6,66,793,5.4,5,133.4357666,116,17-Aug-16,03.01.58.000000000 PM
Truck 19,17-Aug-16,04.36.44.000000000 AM,12328.93056,349.8,138,396,581,5.2,72,835,5.7,4,126.3381194,98,17-Aug-16,03.36.44.000000000 PM
Truck 19,17-Aug-16,05.11.48.000000000 AM,12329.515,354.6,88,32,615,5.6,68,840,5.7,4,126.8112959,84,17-Aug-16,04.11.48.000000000 PM
Truck 19,17-Aug-16,05.40.18.000000000 AM,12329.99,369.7,99,115,563,5.6,97,830,5.7,4,127.2844724,85,17-Aug-16,04.40.18.000000000 PM
Truck 19,17-Aug-16,06.09.51.000000000 AM,12330.4825,352.8,124,5,561,5.4,52,587,3.6,3,110.7232957,90,17-Aug-16,05.09.51.000000000 PM
Truck 19,17-Aug-16,06.32.55.000000000 AM,12330.86694,397.7,108,50,428,3.6,50,811,5.6,4,111.1964721,67,17-Aug-16,05.32.55.000000000 PM
Truck 19,17-Aug-16,06.58.00.000000000 AM,12331.285,375.6,147,253,594,5.4,52,807,5.6,4,121.1331782,85,17-Aug-16,05.58.00.000000000 PM
Truck 19,17-Aug-16,07.30.09.000000000 AM,12331.82083,364.6,156,118,539,5.4,65,797,5.6,4,121.1331782,84,17-Aug-16,06.30.09.000000000 PM
Truck 19,17-Aug-16,08.17.09.000000000 AM,12332.25,331.3,120,436,638,5.2,101,753,5.7,4,121.6063546,90,17-Aug-16,07.17.09.000000000 PM
Truck 19,17-Aug-16,08.52.44.000000000 AM,12332.84528,349.8,107,519,733,5.9,55,799,5.9,4,132.4894136,99,17-Aug-16,07.52.44.000000000 PM
Truck 19,17-Aug-16,09.57.50.000000000 AM,12333.65,377.8,86,549,426,2.5,94,783,5.9,4,121.6063546,98,17-Aug-16,08.57.50.000000000 PM
Truck 19,17-Aug-16,10.31.29.000000000 AM,12334.23861,303.2,129,16,538,5.7,71,713,5.7,4,118.2941193,87,17-Aug-16,09.31.29.000000000 PM
Truck 19,17-Aug-16,10.56.56.000000000 AM,12334.66278,349.8,117,283,598,5.4,59,727,5.6,4,124.4454135,102,17-Aug-16,09.56.56.000000000 PM
Truck 19,17-Aug-16,11.27.53.000000000 AM,12335.17861,331.9,210,315,591,5.4,53,747,5.6,6,122.5527076,106,17-Aug-16,10.27.53.000000000 PM
Truck 19,17-Aug-16,12.01.09.000000000 PM,12335.73306,348.6,97,454,611,5.4,66,775,5.6,4,126.8112959,123,17-Aug-16,11.01.09.000000000 PM
Truck 19,17-Aug-16,12.35.55.000000000 PM,12336.3125,371,103,205,564,5.4,57,745,5.6,4,124.4454135,92,17-Aug-16,11.35.55.000000000 PM
Truck 19,17-Aug-16,01.04.59.000000000 PM,12336.79694,329.8,111,133,523,5.4,114,797,5.4,4,119.2404723,87,18-Aug-16,12.04.59.000000000 AM
Truck 19,17-Aug-16,02.09.15.000000000 PM,12337.45,311,106,515,547,3.5,57,603,3.2,4,120.6600017,100,18-Aug-16,01.09.15.000000000 AM
Truck 19,17-Aug-16,02.40.58.000000000 PM,12337.905,289.1,111,210,359,3.2,68,595,3.2,4,105.5183544,58,18-Aug-16,01.40.58.000000000 AM
Truck 19,17-Aug-16,03.04.17.000000000 PM,12338.29389,291.7,144,221,351,3.2,57,595,3.2,4,105.9915309,61,18-Aug-16,02.04.17.000000000 AM
Truck 19,17-Aug-16,05.39.16.000000000 PM,12339.25,340.2,144,76,107,0.1,125,55,0,5,9.463529544,26,18-Aug-16,04.39.16.000000000 AM
Truck 19,17-Aug-16,05.48.05.000000000 PM,12339.385,385.9,142,289,111,0.1,63,57,0,5,10.88305898,28,18-Aug-16,04.48.05.000000000 AM
Truck 19,17-Aug-16,05.59.33.000000000 PM,12339.5425,306.4,121,43,74,0.1,74,632,3.3,4,103.6256485,49,18-Aug-16,04.59.33.000000000 AM
Truck 19,17-Aug-16,06.15.56.000000000 PM,12339.81583,267.1,147,267,530,3.5,61,599,3.2,5,108.8305898,68,18-Aug-16,05.15.56.000000000 AM
Truck 19,17-Aug-16,06.43.45.000000000 PM,12340.27944,309.2,166,171,481,3.2,73,647,3.2,5,108.3574133,54,18-Aug-16,05.43.45.000000000 AM
Truck 19,17-Aug-16,07.10.27.000000000 PM,12340.72444,350.1,149,308,352,3.3,60,653,3.2,5,118.2941193,69,18-Aug-16,06.10.27.000000000 AM
Truck 19,17-Aug-16,07.36.52.000000000 PM,12341.16472,319.2,138,180,325,3.2,60,611,3,5,112.6160016,53,18-Aug-16,06.36.52.000000000 AM
Truck 19,17-Aug-16,08.20.17.000000000 PM,12341.65,303.3,193,599,342,2.5,74,613,3.2,6,105.0451779,68,18-Aug-16,07.20.17.000000000 AM
Truck 19,17-Aug-16,08.51.53.000000000 PM,12342.06472,326.8,165,862,444,3.5,70,625,3.3,5,116.4014134,85,18-Aug-16,07.51.53.000000000 AM
Truck 19,17-Aug-16,09.29.29.000000000 PM,12342.69139,329.9,151,217,396,3.2,59,623,3.2,4,113.5623545,90,18-Aug-16,08.29.29.000000000 AM
Truck 19,17-Aug-16,09.54.34.000000000 PM,12343.10944,313.6,167,678,466,3.3,75,606,3,5,113.5623545,102,18-Aug-16,08.54.34.000000000 AM
Truck 19,17-Aug-16,10.29.08.000000000 PM,12343.68556,338.5,154,266,468,3,99,722,4.9,5,108.8305898,130,18-Aug-16,09.29.08.000000000 AM
Truck 19,17-Aug-16,10.58.46.000000000 PM,12344.17944,340.7,97,228,553,5.2,78,745,5.4,4,116.4014134,130,18-Aug-16,09.58.46.000000000 AM
Truck 19,17-Aug-16,11.28.17.000000000 PM,12344.67139,312.2,184,48,544,4.8,69,720,4.9,6,114.5087075,124,18-Aug-16,10.28.17.000000000 AM
Truck 19,17-Aug-16,11.55.26.000000000 PM,12345.12389,285.6,137,73,564,4.8,60,635,4.9,4,113.0891781,154,18-Aug-16,10.55.26.000000000 AM
Truck 19,18-Aug-16,12.20.54.000000000 AM,12345.54861,328.6,150,195,536,4.8,62,710,4.9,5,114.981884,134,18-Aug-16,11.20.54.000000000 AM
Truck 19,18-Aug-16,12.49.34.000000000 AM,12346.065,315.1,115,111,563,5.2,62,750,5.4,4,115.9282369,132,18-Aug-16,11.49.34.000000000 AM
Truck 19,18-Aug-16,01.17.18.000000000 AM,12346.52722,376.3,106,32,555,5.2,58,761,5.4,4,120.1868252,148,18-Aug-16,12.17.18.000000000 PM
Truck 19,18-Aug-16,02.25.49.000000000 AM,12347.05,319.3,124,789,554,4.1,61,743,5.2,4,115.9282369,133,18-Aug-16,01.25.49.000000000 PM
Truck 19,18-Aug-16,03.05.14.000000000 AM,12347.66944,343.6,182,192,538,4.8,64,712,4.9,6,114.981884,127,18-Aug-16,02.05.14.000000000 PM
Truck 19,18-Aug-16,03.34.32.000000000 AM,12348.15778,356.2,105,158,560,5.2,74,748,5.2,4,116.8745899,120,18-Aug-16,02.34.32.000000000 PM
Truck 19,18-Aug-16,04.03.05.000000000 AM,12348.63361,331.4,117,10,563,5.1,61,714,5.2,3,110.2501192,118,18-Aug-16,03.03.05.000000000 PM
Truck 19,18-Aug-16,04.50.17.000000000 AM,12349.15,357.9,115,301,589,3.6,65,777,4.9,5,121.6063546,142,18-Aug-16,03.50.17.000000000 PM
Truck 19,18-Aug-16,05.22.22.000000000 AM,12349.69444,371,115,12,510,4.8,75,789,4.9,5,122.5527076,129,18-Aug-16,04.22.22.000000000 PM
Truck 19,18-Aug-16,06.23.42.000000000 AM,12350.15,339,121,452,523,4.4,65,702,5.1,5,117.3477664,130,18-Aug-16,05.23.42.000000000 PM
Truck 19,18-Aug-16,06.56.02.000000000 AM,12350.63222,340.3,97,233,646,5.2,57,749,5.4,4,121.1331782,141,18-Aug-16,05.56.02.000000000 PM
Truck 19,18-Aug-16,07.26.57.000000000 AM,12351.14778,366.4,134,123,609,5.2,65,750,5.4,4,119.7136487,138,18-Aug-16,06.26.57.000000000 PM
Truck 19,18-Aug-16,08.17.36.000000000 AM,12351.65,350,101,572,591,4.6,57,697,5.4,4,113.0891781,113,18-Aug-16,07.17.36.000000000 PM
Truck 19,18-Aug-16,08.52.38.000000000 AM,12352.24139,344.7,95,77,572,5.4,67,698,5.4,4,117.3477664,113,18-Aug-16,07.52.38.000000000 PM
Truck 19,18-Aug-16,09.18.47.000000000 AM,12352.6775,338.8,96,197,596,5.2,54,700,5.4,4,115.9282369,107,18-Aug-16,08.18.47.000000000 PM
Truck 19,18-Aug-16,09.47.17.000000000 AM,12353.1525,378.7,90,90,532,5.2,71,723,5.4,4,117.3477664,114,18-Aug-16,08.47.17.000000000 PM
Truck 19,18-Aug-16,10.13.24.000000000 AM,12353.58778,350.3,93,120,516,5.1,54,680,5.4,4,112.1428251,100,18-Aug-16,09.13.24.000000000 PM
Truck 19,18-Aug-16,10.38.46.000000000 AM,12354.01056,369,97,113,532,5.2,63,789,5.6,4,123.4990606,133,18-Aug-16,09.38.46.000000000 PM
Truck 19,18-Aug-16,11.06.25.000000000 AM,12354.47139,367.4,116,163,577,5.2,54,706,5.4,4,114.981884,118,18-Aug-16,10.06.25.000000000 PM
Truck 19,18-Aug-16,11.34.29.000000000 AM,12354.93889,374.7,114,278,603,5.2,54,750,5.4,4,121.1331782,112,18-Aug-16,10.34.29.000000000 PM
Truck 19,18-Aug-16,12.05.42.000000000 PM,12355.45917,373.5,99,4,511,5.2,109,756,5.4,3,117.3477664,75,18-Aug-16,11.05.42.000000000 PM
Truck 19,18-Aug-16,12.53.09.000000000 PM,12355.95,358.2,96,191,339,2.4,60,821,5.6,4,111.1964721,95,18-Aug-16,11.53.09.000000000 PM
Truck 19,18-Aug-16,02.02.39.000000000 PM,12356.45,324,130,213,720,5.4,47,729,5.7,4,121.6063546,102,19-Aug-16,01.02.39.000000000 AM
